CASEID,REGION,METRO,MSASIZE,HH_SIZE,FAMINCOME,HH_NUMKIDS,HOUSETYPE,AGEYCHILD,HH_NUMADULTS,AGE,SEX,RACE,HISPAN,GENHEALTH,BMI,EDUC,EDUCYRS,SCHLCOLL,FULLPART,UHRSWORKT,HH_NUMOWNKIDS,PED,SED_EAT,FOODSHOP,SODA,STORE,EXFREQ,FASTFDFREQ,ENOUGHFD,ACT_CAREHH,ACT_CARENHH,ACT_EDUC,ACT_FOOD,ACT_HHACT,ACT_PURCH,ACT_RELIG,ACT_SOCIAL,ACT_SPORTS,ACT_VOL,ACT_WORK,ACT_SLEEPING
2.01E+13,2,4,0,2,14,0,1,NA,2,58,2,100,100,3,25.6,21,112,NA,1,35,0,135,NA,3,1,2,NA,3,1,0,125,0,135,80,60,0,250,0,0,0,600
2.01E+13,3,2,6,2,14,0,1,NA,2,38,2,110,100,2,22,40,216,1,1,40,0,90,15,1,2,1,3,7,1,0,0,0,90,100,120,10,320,0,0,60,530
2.01E+13,4,1,4,1,4,0,1,NA,1,52,2,100,100,5,21.3,30,112,NA,NA,NA,0,30,1,1,2,1,NA,NA,2,0,0,0,30,71,60,0,588,0,0,0,598
2.01E+13,2,1,5,2,14,0,1,NA,2,40,2,110,100,1,25.2,32,214,1,2,32,0,75,0,1,2,2,1,2,1,0,0,0,75,15,0,0,585,0,0,0,720
2.01E+13,4,4,0,2,8,0,1,NA,2,71,1,100,100,3,34.9,21,112,NA,2,20,0,45,30,2,1,NA,NA,NA,1,0,0,0,45,10,105,0,665,0,0,0,510
2.01E+13,1,2,5,1,13,0,1,NA,1,50,2,100,100,3,21.8,41,319,NA,1,40,0,72,10,1,2,1,1,1,2,0,7,0,72,60,15,0,373,0,0,329,480
2.01E+13,3,2,6,4,14,2,1,3,2,39,2,100,100,4,34.2,32,214,1,2,7,2,25,30,1,NA,3,3,NA,1,144,0,0,25,180,145,0,195,0,0,0,510
2.01E+13,2,3,3,2,16,0,1,NA,2,62,2,100,100,2,39.2,40,318,NA,1,40,0,45,30,2,1,NA,3,1,1,0,170,0,45,65,50,0,353,0,60,0,390
2.01E+13,2,3,2,4,13,2,1,6,2,33,1,100,100,2,25.8,31,213,1,1,55,2,120,0,2,2,NA,NA,3,1,0,0,0,120,390,0,0,330,0,0,0,560
2.01E+13,2,2,4,5,13,3,1,4,2,33,2,100,100,3,30.3,32,214,5,1,40,3,0,15,2,1,NA,NA,1,2,55,0,230,0,355,0,0,420,0,0,0,300
2.01E+13,2,1,5,4,13,2,1,4,2,43,1,110,100,3,39,21,112,1,1,40,0,10,10,2,2,NA,2,NA,1,0,0,0,10,0,0,0,85,0,250,485,505
2.01E+13,1,1,7,1,10,0,1,NA,1,44,1,110,100,2,25.7,30,112,1,1,38,0,45,15,1,2,1,2,NA,1,0,0,0,45,50,0,0,195,0,0,471,525
2.01E+13,3,3,3,2,12,0,6,NA,2,23,1,100,100,2,30.3,21,112,1,2,31,0,0,60,1,2,1,5,5,1,0,67,0,0,35,22,0,492,120,0,0,534
2.01E+13,1,2,4,1,7,0,1,NA,1,57,1,100,100,5,55.4,21,112,NA,1,40,0,55,0,2,2,NA,4,NA,2,0,0,0,55,2,4,0,245,0,0,490,450
2.01E+13,2,3,2,2,8,0,5,NA,2,49,1,100,210,4,22.3,13,107,1,1,40,0,90,30,2,1,NA,3,NA,2,0,0,0,90,0,0,0,180,0,0,505,600
2.01E+13,3,1,5,1,8,0,1,NA,1,66,2,110,100,3,29.3,40,216,NA,2,15,0,80,30,1,2,2,3,7,1,0,60,0,80,0,0,0,595,0,0,0,480
2.01E+13,2,4,0,1,7,0,1,NA,1,51,1,100,100,4,NA,21,112,NA,NA,NA,0,30,0,1,NA,1,14,NA,1,0,0,0,30,240,240,0,420,0,0,0,415
2.01E+13,3,2,5,1,6,0,1,NA,1,67,1,100,100,2,25.1,21,112,NA,NA,NA,0,180,0,1,2,1,NA,NA,1,0,0,0,180,540,0,0,210,90,0,0,420
2.01E+13,2,4,0,2,2,1,1,14,1,44,2,100,100,2,25.6,31,216,1,2,32,1,0,32,1,1,1,NA,1,1,0,0,0,0,480,70,0,280,0,0,0,540
2.01E+13,2,2,5,4,12,0,1,NA,4,46,2,100,100,NA,NA,30,112,1,NA,NA,0,30,0,2,1,NA,NA,1,NA,0,5,0,30,0,80,0,0,0,0,0,1220
2.01E+13,4,2,6,3,15,1,1,1,2,32,1,100,100,3,28.5,40,216,1,1,50,1,90,0,3,NA,1,NA,1,1,75,0,0,90,250,90,0,410,0,0,0,450
2.01E+13,1,3,3,3,12,0,1,NA,3,72,1,100,100,4,32.8,21,112,NA,NA,NA,0,30,0,2,1,NA,NA,NA,1,0,120,0,30,375,0,0,305,0,0,0,600
2.01E+13,3,1,5,3,13,1,1,16,2,40,1,100,100,1,19.6,16,111,1,1,50,1,65,0,2,1,NA,NA,2,1,0,0,0,65,0,0,0,210,0,0,600,470
2.01E+13,4,2,4,1,3,0,1,NA,1,77,2,100,100,1,27.5,40,216,NA,NA,NA,0,45,15,1,2,5,3,3,1,0,150,0,45,328,120,15,148,0,0,0,485
2.01E+13,3,4,0,1,8,0,1,NA,1,80,2,100,100,3,30.9,21,112,NA,NA,NA,0,15,0,1,NA,1,NA,NA,1,0,0,0,15,30,0,0,735,0,0,0,570
2.01E+13,4,1,3,3,12,2,1,13,1,50,1,100,100,3,28.5,21,112,NA,1,40,2,10,5,1,1,1,2,7,1,175,5,0,10,10,50,0,170,0,0,465,360
2.01E+13,3,1,4,2,13,0,1,NA,2,62,2,100,210,1,37.2,41,318,NA,2,20,0,30,10,1,1,1,2,7,1,0,0,0,30,117,120,0,85,0,25,282,435
2.01E+13,3,1,6,4,16,1,1,12,3,21,1,131,244,1,24.2,30,214,5,NA,NA,0,60,30,3,2,1,7,3,1,0,0,0,60,60,0,0,705,0,0,0,595
2.01E+13,3,4,0,2,14,0,1,NA,2,59,1,100,100,2,26.8,32,214,NA,1,48,0,70,4,3,NA,NA,1,2,1,0,0,0,70,32,150,0,630,0,0,0,448
2.01E+13,3,2,6,3,10,1,1,4,2,30,1,100,210,2,33.4,21,112,1,1,40,1,120,10,2,1,NA,4,3,1,0,1,0,120,0,15,120,100,0,0,390,409
2.01E+13,4,1,6,3,14,0,1,NA,3,63,2,100,100,3,34.2,31,214,NA,NA,NA,0,45,2,2,2,NA,3,NA,1,0,0,0,45,0,65,0,195,0,320,0,664
2.01E+13,2,2,5,1,6,0,1,NA,1,56,2,100,100,5,28.3,13,107,NA,1,38,0,25,10,1,NA,1,NA,NA,1,0,0,0,25,35,0,0,615,0,0,550,135
2.01E+13,4,4,0,1,9,0,1,NA,1,68,1,100,100,2,20.4,41,318,NA,2,9995,0,45,90,1,2,5,3,NA,1,0,0,0,45,248,0,0,510,0,0,0,582
2.01E+13,4,4,0,1,3,0,1,NA,1,38,2,131,100,3,23.2,41,318,1,NA,NA,0,65,1,1,NA,1,7,1,1,0,1,0,65,56,4,0,428,0,0,60,616
2.01E+13,1,4,0,2,9,0,1,NA,2,43,2,100,100,2,24.7,31,216,1,1,35,0,0,6,1,2,2,2,NA,1,0,0,0,0,345,0,0,0,0,0,470,355
2.01E+13,2,2,6,2,14,0,1,NA,2,64,2,100,100,3,19.1,30,214,NA,NA,NA,0,195,0,3,NA,1,5,NA,1,0,0,0,195,165,100,0,235,0,0,0,660
2.01E+13,1,3,3,5,14,1,1,16,4,52,1,100,100,3,16.9,21,112,NA,1,40,1,55,0,2,2,NA,NA,4,1,0,0,0,55,595,0,0,240,0,0,0,530
2.01E+13,3,2,4,3,15,0,1,NA,3,47,2,100,100,3,31.9,40,216,1,1,55,0,130,10,3,1,1,5,NA,1,0,0,0,130,100,0,0,650,0,0,0,540
2.01E+13,2,1,6,2,15,0,1,NA,2,52,1,100,100,1,21.3,30,214,NA,1,9995,0,55,0,3,2,1,8,NA,1,0,4,0,55,101,177,0,106,60,0,180,525
2.01E+13,3,2,6,2,14,0,1,NA,2,56,2,100,100,1,24.2,40,216,NA,1,50,0,20,10,3,NA,2,3,2,1,0,0,0,20,105,60,0,565,0,0,0,630
2.01E+13,1,2,6,4,15,2,1,10,2,15,2,131,100,2,22.5,14,109,3,NA,NA,0,75,0,2,NA,NA,3,3,1,0,0,120,75,90,0,0,220,40,155,0,650
2.01E+13,1,2,7,1,8,0,1,NA,1,80,2,100,100,4,26.4,41,319,NA,NA,NA,0,45,75,1,1,2,NA,NA,1,0,0,0,45,90,0,0,1005,0,0,0,270
2.01E+13,3,1,5,4,16,2,1,3,2,39,1,100,100,3,22.8,41,319,5,1,50,2,105,17,3,1,1,4,1,1,135,0,0,105,110,45,0,15,55,0,343,577
2.01E+13,1,4,0,4,14,2,1,7,1,36,1,100,244,2,26.5,21,112,1,NA,NA,2,40,0,1,NA,1,4,NA,1,10,0,0,40,140,0,0,610,0,0,0,600
2.01E+13,2,3,2,6,12,4,1,5,2,41,2,100,100,2,18.8,21,112,1,NA,NA,4,45,20,1,1,1,NA,NA,1,260,0,0,45,370,0,0,235,0,0,0,270
2.01E+13,1,3,3,1,9,0,1,NA,1,85,2,100,100,3,26.3,15,110,NA,NA,NA,0,50,0,1,NA,1,NA,NA,1,0,0,0,50,77,30,15,405,0,0,0,540
2.01E+13,4,2,7,5,16,2,1,14,3,16,2,131,100,1,20.5,14,109,3,NA,NA,0,85,0,2,NA,NA,4,2,1,2,0,329,85,15,10,0,218,135,0,0,449
2.01E+13,3,2,4,2,8,0,1,NA,2,49,2,110,100,3,18.9,17,112,1,1,40,0,20,0,1,1,2,NA,NA,2,0,0,0,20,40,0,0,230,0,0,473,630
2.01E+13,3,3,2,3,12,1,1,1,2,25,2,100,100,2,19.1,32,216,4,1,35,1,123,5,3,1,2,NA,8,1,82,0,0,123,9,0,0,295,0,0,0,821
2.01E+13,2,1,5,5,8,3,1,4,2,34,1,100,100,3,NA,21,112,1,1,40,3,80,30,2,2,NA,NA,3,1,0,0,0,80,20,0,180,390,0,0,0,715
2.01E+13,3,3,2,4,9,2,1,12,2,50,2,100,100,1,24.4,41,318,NA,2,30,2,210,0,1,NA,1,5,2,1,0,42,0,210,230,121,0,180,0,0,0,498
2.01E+13,4,2,3,3,14,0,1,NA,3,45,2,100,100,2,32.5,40,216,1,2,14,0,85,15,1,2,1,4,2,1,0,115,0,85,54,15,0,315,0,0,195,480
2.01E+13,1,2,7,2,16,0,1,NA,2,43,1,100,220,2,30.5,40,216,1,1,40,0,30,0,2,2,NA,NA,NA,1,0,0,0,30,15,0,0,500,180,0,25,560
2.01E+13,1,1,7,1,15,0,1,NA,1,66,2,100,100,1,19.4,43,321,NA,1,63,0,75,250,1,1,2,6,NA,1,0,0,0,75,50,365,0,5,0,0,390,261
2.01E+13,4,3,2,2,12,0,1,NA,2,29,2,100,100,2,19.5,40,216,1,1,70,0,120,287,1,2,1,2,1,1,0,0,0,120,50,0,0,60,0,0,521,482
2.01E+13,3,4,0,3,15,0,1,NA,3,20,2,100,100,3,24.8,30,213,5,NA,NA,0,30,0,2,1,NA,NA,2,1,0,0,75,30,0,145,0,455,0,0,0,465
2.01E+13,2,4,0,4,14,2,1,0,2,29,2,100,100,2,22.1,31,213,1,2,32,2,70,0,1,2,1,NA,3,1,490,0,0,70,60,0,0,240,0,0,0,574
2.01E+13,1,3,3,2,2,0,1,NA,2,56,1,100,100,1,28.9,15,110,NA,NA,NA,0,55,10,2,NA,NA,NA,NA,1,0,0,0,55,135,0,0,770,0,0,0,480
2.01E+13,3,2,6,4,12,0,1,NA,2,35,1,100,242,3,29.2,30,214,1,1,40,0,45,45,2,1,NA,NA,1,1,0,0,0,45,0,30,0,540,0,0,0,520
2.01E+13,2,4,0,4,7,0,1,NA,4,46,2,100,100,2,25.8,30,213,5,NA,NA,0,15,10,1,NA,5,3,NA,1,0,0,0,15,0,0,0,90,285,0,0,569
2.01E+13,4,2,5,3,2,0,1,NA,3,51,2,110,100,5,31.3,30,112,NA,NA,NA,0,20,0,2,NA,NA,NA,NA,2,0,0,0,20,345,0,200,434,0,0,0,255
2.01E+13,2,1,3,3,7,2,1,13,1,15,2,110,100,1,31.2,15,110,3,NA,NA,0,60,3,2,NA,NA,4,NA,1,80,0,0,60,130,0,0,450,0,0,0,630
2.01E+13,2,3,2,1,11,0,1,NA,1,24,1,100,100,1,23.8,40,318,4,1,40,0,100,35,1,2,1,3,3,1,0,0,225,100,45,190,0,435,0,0,0,300
2.01E+13,4,2,4,4,15,1,1,15,3,57,1,100,100,1,23.1,41,318,NA,2,2,1,90,0,3,2,3,1,NA,1,10,0,0,90,255,120,0,125,0,0,120,570
2.01E+13,4,3,2,2,10,0,1,NA,2,70,1,100,100,3,26.4,16,111,NA,NA,NA,0,35,0,1,2,1,NA,NA,1,0,0,0,35,120,70,0,525,0,0,0,660
2.01E+13,3,4,0,1,5,0,5,NA,1,80,1,100,100,5,20.3,21,112,NA,NA,NA,0,15,0,1,2,1,NA,3,1,0,0,0,15,10,0,0,315,0,0,0,1100
2.01E+13,1,1,7,2,5,1,1,7,1,28,2,100,241,3,25.7,15,110,1,2,20,1,25,0,1,2,3,NA,NA,1,0,0,0,25,20,0,0,334,0,0,360,555
2.01E+13,1,1,7,1,11,0,1,NA,1,49,2,110,100,1,26.5,21,112,1,NA,NA,0,0,0,1,NA,3,7,NA,2,0,0,0,0,0,0,420,0,0,0,0,840
2.01E+13,4,2,7,5,9,3,1,5,2,45,1,100,210,2,34,12,105,1,1,40,3,50,0,1,NA,1,4,3,1,30,0,0,50,0,220,0,105,0,0,0,765
2.01E+13,1,1,7,2,12,0,1,NA,2,85,2,110,100,3,25.8,21,112,NA,NA,NA,0,90,30,3,2,1,NA,2,1,0,0,0,90,90,0,60,600,0,0,0,510
2.01E+13,3,2,4,3,10,1,1,13,2,57,2,100,100,3,27.4,16,111,NA,NA,NA,1,80,0,1,1,1,NA,NA,1,0,180,0,80,30,0,0,240,0,0,0,850
2.01E+13,4,2,6,2,14,0,1,NA,2,70,1,100,100,2,24.4,41,319,NA,NA,NA,0,80,0,3,2,1,3,NA,1,0,0,0,80,45,0,0,765,30,0,0,500
2.01E+13,3,2,6,3,14,1,1,0,2,33,1,131,100,3,34.4,41,318,1,1,40,1,120,15,2,NA,NA,5,NA,1,365,0,0,120,270,0,0,205,0,0,0,450
2.01E+13,3,2,4,1,6,0,5,NA,1,23,1,100,100,2,19.5,32,213,1,1,35,0,50,55,1,1,1,NA,3,1,0,0,0,50,20,0,0,700,0,0,0,570
2.01E+13,3,2,6,5,14,2,1,3,3,63,2,100,100,1,34.2,30,213,NA,1,9995,0,40,0,3,2,1,2,2,1,0,0,0,40,83,165,150,262,0,25,75,540
2.01E+13,2,1,6,3,15,0,1,NA,3,51,1,100,100,1,30.1,21,112,NA,1,54,0,90,0,2,2,NA,NA,4,1,0,0,0,90,152,105,0,238,0,0,0,690
2.01E+13,2,4,0,4,8,2,5,5,2,28,2,100,243,3,25.5,11,102,1,NA,NA,2,75,0,2,2,NA,2,2,1,0,0,0,75,210,0,60,255,0,0,0,750
2.01E+13,3,2,6,2,15,0,1,NA,2,71,2,100,100,1,35.4,30,213,NA,1,40,0,63,0,2,1,NA,NA,5,1,1,0,0,63,172,73,0,157,15,0,0,533
2.01E+13,3,1,6,1,6,0,1,NA,1,70,2,110,100,5,29.5,21,112,NA,NA,NA,0,30,240,2,2,NA,NA,NA,1,0,0,0,30,0,0,0,780,0,0,0,410
2.01E+13,3,4,0,4,15,2,1,0,2,34,1,100,100,1,23.7,40,216,1,1,40,2,30,0,2,NA,NA,5,3,1,310,0,0,30,0,0,0,60,0,230,0,710
2.01E+13,4,1,6,1,15,0,1,NA,1,45,2,100,100,1,19.2,40,216,1,1,40,0,213,30,1,2,5,3,1,1,0,0,0,213,240,0,0,255,0,0,0,618
2.01E+13,3,4,0,1,4,0,1,NA,1,62,2,110,100,3,36.9,21,112,NA,NA,NA,0,75,20,2,2,NA,NA,NA,1,0,0,0,75,105,0,0,626,0,0,0,575
2.01E+13,3,4,0,2,15,0,1,NA,2,62,2,100,100,2,24.2,41,318,NA,NA,NA,0,85,0,1,2,1,NA,1,1,0,45,0,85,150,15,135,320,0,75,0,525
2.01E+13,4,5,0,3,12,1,1,16,2,16,2,100,100,2,25.8,15,110,3,2,12,0,100,3,2,NA,NA,NA,NA,1,0,0,40,100,0,0,0,128,0,0,478,600
2.01E+13,2,1,4,2,14,0,1,NA,2,28,1,100,100,2,25.1,40,216,1,1,42,0,80,0,1,2,2,3,1,1,0,0,0,80,60,17,0,593,0,0,0,455
2.01E+13,1,1,7,3,10,2,1,2,1,23,2,100,220,2,24.8,30,214,1,1,48,2,60,10,1,NA,1,NA,NA,1,105,0,143,60,85,25,0,0,0,0,0,570
2.01E+13,2,4,0,4,6,2,1,3,2,35,1,100,100,1,25.1,21,112,1,1,40,2,75,5,2,1,NA,NA,5,1,0,0,0,75,180,0,0,405,0,0,0,780
2.01E+13,2,2,6,2,8,1,1,12,1,64,2,100,100,3,31.6,21,112,NA,NA,NA,0,60,5,1,1,1,NA,3,1,25,0,0,60,30,10,0,614,0,0,0,660
2.01E+13,1,2,7,5,15,3,1,10,2,15,2,100,100,3,20.1,14,109,3,NA,NA,0,120,15,2,2,NA,NA,NA,1,0,0,285,120,0,0,0,285,0,0,0,620
2.01E+13,3,3,2,2,15,0,1,NA,2,61,2,100,100,2,27.4,41,319,NA,1,50,0,120,0,1,2,1,NA,2,1,0,60,0,120,455,0,0,210,0,0,60,435
2.01E+13,1,2,6,4,16,2,1,11,2,46,2,100,100,2,25.8,40,216,1,1,39,2,105,0,1,2,1,4,2,1,0,0,0,105,265,200,0,165,0,0,0,615
2.01E+13,3,2,4,1,4,0,1,NA,1,80,1,110,100,4,25,17,112,NA,NA,NA,0,30,0,1,2,1,NA,2,1,0,0,0,30,0,15,0,570,0,0,0,780
2.01E+13,2,2,6,1,15,0,1,NA,1,55,1,100,100,2,23,30,213,NA,1,45,0,75,10,1,1,1,NA,5,1,0,60,0,75,455,210,0,60,0,0,0,480
2.01E+13,3,4,0,3,7,0,1,NA,3,71,2,100,100,3,27.5,15,110,NA,NA,NA,0,45,0,1,1,2,5,2,1,22,0,0,45,130,0,90,418,0,0,0,580
2.01E+13,4,2,5,2,11,0,1,NA,2,62,2,100,100,2,37.8,30,112,NA,NA,NA,0,30,20,1,1,2,5,NA,1,0,0,0,30,110,0,0,600,0,0,0,640
2.01E+13,3,4,0,3,14,1,1,16,2,48,1,100,100,4,31.9,31,216,1,1,54,1,0,30,3,1,2,NA,NA,1,0,4,0,0,90,0,0,30,0,0,630,502
2.01E+13,4,5,0,2,6,0,1,NA,2,55,2,100,243,1,23.8,21,112,NA,1,40,0,111,0,1,NA,3,NA,NA,1,15,0,0,111,85,0,204,275,0,0,0,622
2.01E+13,3,4,0,3,11,1,1,8,2,32,1,100,100,3,39.1,32,216,4,1,40,1,105,15,3,2,1,NA,NA,1,0,0,30,105,50,195,0,230,0,3,0,627
2.01E+13,3,1,6,2,13,0,1,NA,2,60,2,110,100,2,25.3,40,318,NA,1,58,0,40,0,1,2,3,1,NA,1,0,0,0,40,310,0,0,285,0,0,385,210
2.01E+13,2,1,7,1,12,0,1,NA,1,70,2,100,100,3,30,21,112,NA,NA,NA,0,50,20,1,1,1,NA,NA,1,0,0,0,50,285,90,0,313,0,0,0,450
2.01E+13,3,3,3,5,15,1,1,13,4,50,2,100,100,2,19.1,40,216,NA,2,32,1,120,0,1,2,1,NA,1,1,0,0,0,120,40,30,90,410,0,0,0,600
2.01E+13,3,2,3,1,6,0,1,NA,1,72,2,100,100,3,24.8,21,112,NA,2,20,0,40,0,1,1,1,NA,2,1,0,0,0,40,100,0,0,375,0,0,380,460
2.01E+13,2,4,0,4,8,3,1,7,1,55,2,100,100,3,43.1,32,215,NA,1,40,0,45,15,1,1,1,NA,2,1,0,0,0,45,105,120,0,345,0,0,0,645
2.01E+13,3,2,4,3,8,0,5,NA,3,50,2,100,100,3,36.9,21,112,NA,1,40,0,60,0,1,1,1,3,3,1,0,0,0,60,25,0,265,250,0,45,0,665
2.01E+13,3,3,3,1,11,0,1,NA,1,53,1,100,100,4,35.6,30,214,NA,NA,NA,0,30,0,1,2,1,NA,NA,1,0,0,0,30,30,0,0,600,0,0,0,780
2.01E+13,4,1,6,5,9,0,1,NA,5,85,1,100,210,4,NA,11,102,NA,NA,NA,0,60,0,2,NA,NA,7,NA,1,0,0,0,60,120,0,60,450,0,0,0,690
2.01E+13,2,2,4,4,7,2,1,14,2,16,1,100,100,3,25.1,15,110,3,NA,NA,0,50,1,2,1,NA,4,NA,1,0,0,60,50,0,0,0,450,30,0,0,600
2.01E+13,3,2,4,2,7,0,1,NA,2,75,2,100,100,1,22,30,214,NA,NA,NA,0,90,0,3,NA,1,7,NA,1,0,0,0,90,90,0,0,390,90,0,0,660
2.01E+13,2,4,0,3,14,0,1,NA,3,57,2,100,100,3,22.9,21,112,NA,1,41,0,30,5,1,1,1,7,NA,1,0,0,0,45,75,0,65,260,0,0,0,718
2.01E+13,2,2,7,2,14,0,1,NA,2,28,2,110,100,1,21.3,30,216,1,1,40,0,30,30,1,2,1,5,5,1,0,0,355,30,106,10,120,112,0,0,0,540
2.01E+13,2,3,2,3,11,1,1,6,2,38,1,100,100,3,25.1,30,214,1,1,45,1,50,2,3,NA,2,NA,NA,1,5,0,0,50,295,0,0,540,0,0,0,540
2.01E+13,4,1,4,3,13,0,5,NA,3,21,1,100,100,1,22,21,112,1,1,40,0,90,0,1,1,2,NA,1,1,0,0,0,90,0,0,0,375,0,0,450,465
2.01E+13,2,2,7,5,11,3,1,6,2,49,1,110,100,3,30,21,112,1,2,32,3,30,30,2,NA,NA,3,NA,1,0,0,0,30,0,0,0,518,0,0,0,848
2.01E+13,1,3,3,1,12,0,1,NA,1,46,1,100,100,2,25.8,40,216,1,1,40,0,390,0,1,NA,1,1,NA,1,0,0,0,390,60,0,0,300,0,0,0,600
2.01E+13,4,5,0,5,11,3,1,11,2,45,1,100,100,3,27.7,31,215,1,1,40,3,0,20,2,NA,NA,2,NA,2,0,0,0,0,0,0,0,0,0,0,1065,330
2.01E+13,3,4,0,1,4,0,1,NA,1,80,2,100,100,2,30.1,21,112,NA,NA,NA,0,30,0,1,2,1,NA,NA,1,0,0,0,30,0,0,0,520,0,0,0,670
2.01E+13,2,4,0,2,14,0,1,NA,2,55,1,100,100,3,29,21,112,NA,1,40,0,45,5,1,2,2,1,1,1,0,0,0,45,30,20,0,315,0,0,390,420
2.01E+13,1,2,7,2,14,0,1,NA,2,63,2,110,100,3,27.4,21,112,NA,NA,NA,0,105,5,1,2,2,7,2,1,0,0,0,105,165,0,255,225,0,0,0,570
2.01E+13,1,3,2,2,10,0,1,NA,2,65,1,100,100,4,37.6,40,216,NA,NA,NA,0,65,0,1,1,1,NA,2,1,0,0,0,95,0,0,0,745,0,0,0,540
2.01E+13,1,2,6,1,16,0,1,NA,1,65,2,100,100,1,NA,40,318,NA,NA,NA,0,185,0,1,NA,1,6,NA,1,0,0,0,185,55,30,60,450,30,60,0,425
2.01E+13,2,1,5,4,15,2,1,15,2,42,1,100,100,1,22.9,40,216,4,1,45,2,60,20,2,NA,NA,4,NA,1,0,0,195,60,90,0,0,30,0,0,510,480
2.01E+13,2,3,0,2,14,0,1,NA,2,58,2,100,100,4,36.2,41,319,NA,1,46,0,30,1,3,NA,2,NA,2,1,0,0,0,30,30,0,0,675,0,0,0,420
2.01E+13,3,2,3,3,15,1,1,14,2,49,1,100,100,2,24.3,31,214,1,1,56,1,0,40,2,NA,NA,3,3,1,0,0,0,0,0,0,0,30,0,0,1190,180
2.01E+13,3,2,5,2,13,0,1,NA,2,27,1,100,100,3,43.4,43,321,1,1,40,0,60,100,1,1,1,NA,4,1,0,0,0,60,170,0,0,540,220,0,0,360
2.01E+13,4,4,0,2,3,0,1,NA,2,27,2,100,210,3,41.6,21,112,1,1,35,0,0,0,1,2,2,2,1,1,0,0,0,0,240,0,0,420,0,0,0,600
2.01E+13,3,4,0,2,8,0,5,NA,2,71,1,100,100,3,34.1,32,214,NA,2,9995,0,120,32,2,2,NA,NA,NA,1,0,0,0,120,0,0,0,463,0,0,0,773
2.01E+13,1,2,7,2,12,0,1,NA,2,85,1,100,100,5,23.7,16,111,NA,NA,NA,0,55,0,2,NA,NA,4,NA,1,0,0,0,55,57,0,20,598,15,0,0,475
2.01E+13,4,3,2,1,8,0,1,NA,1,45,2,100,100,1,25.7,40,216,1,1,75,0,45,20,1,2,1,1,4,1,0,0,0,45,0,15,0,140,0,0,690,420
2.01E+13,4,4,0,2,3,1,1,15,1,50,2,100,210,4,27.1,21,112,NA,NA,NA,1,90,30,1,1,1,4,2,2,0,0,0,90,90,0,0,190,0,0,0,980
2.01E+13,1,2,7,1,9,0,1,NA,1,56,1,100,100,2,16.7,21,112,NA,1,9995,0,40,5,1,NA,5,NA,2,1,0,2,0,40,45,0,45,743,0,0,0,360
2.01E+13,3,2,5,5,16,2,1,14,3,17,2,100,100,4,33.9,17,112,3,NA,NA,0,95,10,2,1,NA,7,5,1,0,0,180,95,90,60,0,377,0,0,0,555
2.01E+13,3,3,0,1,5,0,1,NA,1,85,2,100,100,2,28,30,112,NA,NA,NA,0,75,5,1,2,1,NA,NA,1,0,0,0,75,0,0,20,575,0,0,0,660
2.01E+13,4,2,6,1,10,0,1,NA,1,46,2,100,100,2,31.3,40,318,1,1,40,0,25,5,1,NA,3,NA,1,1,0,0,0,25,152,31,0,403,0,0,0,638
2.01E+13,3,2,6,2,11,0,1,NA,2,64,2,110,100,3,25.7,32,214,NA,NA,NA,0,140,0,1,NA,3,NA,NA,1,180,0,0,140,420,0,0,300,0,0,0,400
2.01E+13,1,2,5,3,14,1,1,1,2,27,1,100,100,1,NA,40,216,1,1,50,1,150,10,3,2,1,4,NA,1,130,0,0,150,45,120,0,255,0,0,120,520
2.01E+13,4,1,6,3,16,0,1,NA,3,53,2,110,100,2,28.1,30,215,NA,2,9995,0,65,0,3,2,1,2,1,1,0,0,0,70,185,50,0,240,0,0,0,675
2.01E+13,2,3,2,1,5,0,1,NA,1,77,2,100,100,3,28.3,21,112,NA,NA,NA,0,75,5,1,2,2,NA,1,1,0,15,0,75,72,0,60,373,0,0,0,585
2.01E+13,3,2,3,1,8,0,1,NA,1,65,2,110,100,4,35.2,15,110,NA,1,40,0,40,20,1,2,1,NA,NA,1,0,0,0,40,275,65,0,100,0,0,0,855
2.01E+13,1,1,7,2,11,0,1,NA,2,77,1,100,100,2,30.4,21,112,NA,NA,NA,0,90,0,3,2,1,NA,2,1,0,0,0,90,120,15,0,625,0,0,0,540
2.01E+13,2,2,7,1,13,0,1,NA,1,35,1,110,100,2,31.2,21,112,1,1,9995,0,35,0,1,2,1,2,2,1,0,0,0,35,7,2,0,86,0,0,703,505
2.01E+13,1,2,7,1,13,0,1,NA,1,80,2,100,100,3,37.8,16,111,NA,NA,NA,0,65,0,1,2,1,2,1,1,0,0,0,65,210,0,0,440,0,0,0,675
2.01E+13,1,2,5,2,11,1,1,11,1,58,2,100,100,3,NA,30,216,NA,1,40,0,75,5,1,NA,1,NA,NA,1,0,0,0,75,300,210,0,380,0,0,0,390
2.01E+13,4,1,7,2,4,0,1,NA,2,80,1,100,100,3,25.6,40,216,NA,NA,NA,0,60,0,2,NA,NA,4,NA,2,0,0,0,60,240,0,0,300,0,0,0,780
2.01E+13,3,4,0,4,14,1,1,2,3,45,2,100,100,3,39.9,30,214,1,1,45,0,60,0,1,NA,1,NA,4,1,55,0,0,60,45,0,175,220,0,0,120,610
